University Name,Name,match_1_score,match_1_author_id,match_1_author_name,match_1_author_url,match_2_score,match_2_author_id,match_2_author_name,match_2_author_url,match_3_score,match_3_author_id,match_3_author_name,match_3_author_url,manual_match,repec_author_id
Yale University,Steven Berry,100.0,pbe18,"Berry, Steven",https://econpapers.repec.org/RAS/pbe18.htm,83.125,pbe1138,"Berry, Kevin",https://econpapers.repec.org/RAS/pbe1138.htm,78.875,pte309,"Terry, Stephen James",https://econpapers.repec.org/RAS/pte309.htm,,pbe18
Yale University,Truman F. Bewley,69.25,pbe204,"Bewley, Helen",https://econpapers.repec.org/RAS/pbe204.htm,66.125,pbl240,"Blizkey, Roman",https://econpapers.repec.org/RAS/pbl240.htm,63.125,pbe1167,"Berkley, Matt",https://econpapers.repec.org/RAS/pbe1167.htm,,
Yale University,Xiaohong Chen,100.0,pch1746,"Chen, Xiaohong",https://econpapers.repec.org/RAS/pch1746.htm,90.625,pch1213,"Chen, Xiaoping",https://econpapers.repec.org/RAS/pch1213.htm,90.625,pch770,"Chen, Xiaoshan",https://econpapers.repec.org/RAS/pch770.htm,,pch1746
Yale University,Jose-Antonio Espin-Sanchez,100.0,pes132,"Espín-Sánchez, José-Antonio",https://econpapers.repec.org/RAS/pes132.htm,71.5,psa298,"Sanchez, Antonio",https://econpapers.repec.org/RAS/psa298.htm,65.25,pes90,"Estache, Antonio",https://econpapers.repec.org/RAS/pes90.htm,,pes132
Yale University,Ray Fair,100.0,pfa24,"Fair, Ray C.",https://econpapers.repec.org/RAS/pfa24.htm,68.25,pna278,"Nair, Tara Sukumaran",https://econpapers.repec.org/RAS/pna278.htm,65.625,pam56,"AMIR, Rabah",https://econpapers.repec.org/RAS/pam56.htm,,pfa24
Yale University,Mira Frick,75.0,pfa270,"Farka, Mira",https://econpapers.repec.org/RAS/pfa270.htm,70.75,pfr27,"Frick, Bernd",https://econpapers.repec.org/RAS/pfr27.htm,69.25,pfr35,"Frick, Joachim R.",https://econpapers.repec.org/RAS/pfr35.htm,,
Yale University,John Geanakoplos,75.625,pyf1,"Yfantopoulos, John",https://econpapers.repec.org/RAS/pyf1.htm,74.375,pko37,"Komlos, John H.",https://econpapers.repec.org/RAS/pko37.htm,72.5,pdi350,"Diamondopoulos, John",https://econpapers.repec.org/RAS/pdi350.htm,,
Yale University,Pinelopi Goldberg,100.0,pgo1,"Goldberg, Pinelopi Koujianou",https://econpapers.repec.org/RAS/pgo1.htm,74.125,pgo256,"Goldberg, Linda S.",https://econpapers.repec.org/RAS/pgo256.htm,72.625,pgo631,"Goldberg, Nikolas",https://econpapers.repec.org/RAS/pgo631.htm,,pgo1
Yale University,Timothy Guinnane,100.0,pgu29,"Guinnane, Timothy W.",https://econpapers.repec.org/RAS/pgu29.htm,76.25,pdu86,"Dunne, Timothy",https://econpapers.repec.org/RAS/pdu86.htm,73.125,pha227,"Hannan, Timothy H.",https://econpapers.repec.org/RAS/pha227.htm,,pgu29
Yale University,Philip Haile,100.0,pha381,"Haile, Philip A.",https://econpapers.repec.org/RAS/pha381.htm,76.375,pth129,"Theiler, Philipp",https://econpapers.repec.org/RAS/pth129.htm,75.0,pga709,"Gayle, Philip Garland",https://econpapers.repec.org/RAS/pga709.htm,,pha381
Yale University,Marina Halac,100.0,pha1103,"Halac, Marina",https://econpapers.repec.org/RAS/pha1103.htm,81.125,pha188,"Halla, Martin",https://econpapers.repec.org/RAS/pha188.htm,73.0,pha446,"Haas, Marion",https://econpapers.repec.org/RAS/pha446.htm,,pha1103
Yale University,Johannes Hörner,100.0,phr34,"Hörner, Johannes",https://econpapers.repec.org/RAS/phr34.htm,77.0,pmi736,"Miörner, Johan",https://econpapers.repec.org/RAS/pmi736.htm,75.125,pwo84,"Worner, Shane Mathew",https://econpapers.repec.org/RAS/pwo84.htm,,phr34
Yale University,John Eric Humphries,100.0,phu293,"Humphries, John Eric",https://econpapers.repec.org/RAS/phu293.htm,93.125,phu437,"Humphreys, John",https://econpapers.repec.org/RAS/phu437.htm,76.25,pri96,"Ries, John",https://econpapers.repec.org/RAS/pri96.htm,,phu293
Yale University,Zhen Huo,100.0,phu594,"Huo, Zhen",https://econpapers.repec.org/RAS/phu594.htm,79.375,pzh147,"Zhu, Zhen",https://econpapers.repec.org/RAS/pzh147.htm,75.25,pho585,"Hou, Zheng",https://econpapers.repec.org/RAS/pho585.htm,,phu594
Yale University,Mitsuru Igami,66.875,pik9,"Ikegami, Munenobu",https://econpapers.repec.org/RAS/pik9.htm,65.0,pdi209,"Digmi, Nir",https://econpapers.repec.org/RAS/pdi209.htm,64.375,pvi293,"Vigani, Mauro",https://econpapers.repec.org/RAS/pvi293.htm,,
Yale University,Ryota Iijima,68.375,pki168,"Kijima, Yoko",https://econpapers.repec.org/RAS/pki168.htm,64.25,pki146,"Kijima, Takeshi",https://econpapers.repec.org/RAS/pki146.htm,63.75,pna251,"Nakajima, Ryo",https://econpapers.repec.org/RAS/pna251.htm,,
Yale University,Yuichi Kitamura,91.25,pki164,"Kimura, Yuichi",https://econpapers.repec.org/RAS/pki164.htm,78.625,pki167,"Kitamura, Yukinobu",https://econpapers.repec.org/RAS/pki167.htm,77.5,pki246,"Kitamura, Yoshihiro",https://econpapers.repec.org/RAS/pki246.htm,None,
Yale University,Alvin Klevorick,66.875,pke1,"Kendrick, David Andrew",https://econpapers.repec.org/RAS/pke1.htm,63.125,pka189,"Kartik, Navin",https://econpapers.repec.org/RAS/pka189.htm,63.125,plo462,"Loeprick, Jan",https://econpapers.repec.org/RAS/plo462.htm,,
Yale University,Samuel Kortum,100.0,pko74,"Kortum, Samuel",https://econpapers.repec.org/RAS/pko74.htm,68.75,pok77,"Okafor, Samuel Oseloka",https://econpapers.repec.org/RAS/pok77.htm,68.75,pon77,"Onyuma, Samuel O.",https://econpapers.repec.org/RAS/pon77.htm,,pko74
Yale University,Naomi R. Lamoreaux,68.5,pmo364,"Moreaux, Michel",https://econpapers.repec.org/RAS/pmo364.htm,67.25,pmo920,"MOREAU, François",https://econpapers.repec.org/RAS/pmo920.htm,62.5,pko937,"Kodama, Naomi",https://econpapers.repec.org/RAS/pko937.htm,,
Yale University,Ilse Lindenlaub,63.375,pli1113,"Linden, Ariel",https://econpapers.repec.org/RAS/pli1113.htm,60.25,pli711,"Lindenthal, Thies",https://econpapers.repec.org/RAS/pli711.htm,57.5,pka336,"Kalnina, Ilze",https://econpapers.repec.org/RAS/pka336.htm,,
Yale University,Giovanni Maggi,100.0,pma1315,"Maggi, Giovanni",https://econpapers.repec.org/RAS/pma1315.htm,82.25,pva516,"Vaggi, Gianni",https://econpapers.repec.org/RAS/pva516.htm,78.625,pma2942,"Maggi, Giulia",https://econpapers.repec.org/RAS/pma2942.htm,,pma1315
Yale University,Costas Meghir,100.0,pme144,"Meghir, Costas",https://econpapers.repec.org/RAS/pme144.htm,66.5,pme657,"Meir, Jos",https://econpapers.repec.org/RAS/pme657.htm,65.375,pse190,"Seghir, Sonia",https://econpapers.repec.org/RAS/pse190.htm,,pme144
Yale University,Mushfiq Mobarak,68.875,pmo232,"Mobarak, Ahmed Mushfiq",https://econpapers.repec.org/RAS/pmo232.htm,66.25,por105,"Orak, Musa",https://econpapers.repec.org/RAS/por105.htm,63.5,pob3,"Obara, Ichiro",https://econpapers.repec.org/RAS/pob3.htm,,
Yale University,Giuseppe Moscarini,100.0,pmo86,"Moscarini, Giuseppe",https://econpapers.repec.org/RAS/pmo86.htm,79.375,pca1178,"Cascarino, Giuseppe",https://econpapers.repec.org/RAS/pca1178.htm,79.375,pma2563,"Marinelli, Giuseppe",https://econpapers.repec.org/RAS/pma2563.htm,,pmo86
Yale University,Yusuke Narita,74.125,pna547,"Narita, Futoshi",https://econpapers.repec.org/RAS/pna547.htm,71.875,pki582,"Kinai, Yusuke",https://econpapers.repec.org/RAS/pki582.htm,70.75,pku228,"Kurita, Kyosuke",https://econpapers.repec.org/RAS/pku228.htm,,
Yale University,William D. Nordhaus,100.0,pno115,"Nordhaus, William D.",https://econpapers.repec.org/RAS/pno115.htm,70.625,pha635,"Hausman, William",https://econpapers.repec.org/RAS/pha635.htm,70.625,pro118,"Roberds, William",https://econpapers.repec.org/RAS/pro118.htm,,pno115
Yale University,Cormac O'Dea,100.0,pod30,"O'Dea, Cormac",https://econpapers.repec.org/RAS/pod30.htm,68.0,pbo982,"Bodea, Constanta-Nicoleta",https://econpapers.repec.org/RAS/pbo982.htm,65.625,pde1129,"Dewa, Parama Kartika",https://econpapers.repec.org/RAS/pde1129.htm,,pod30
Yale University,Gerard Padro i Miquel,70.125,pes46,"Esquivel, Gerardo",https://econpapers.repec.org/RAS/pes46.htm,68.75,pmo449,"Mosiej, Gerard",https://econpapers.repec.org/RAS/pmo449.htm,65.375,pmu296,"Mueller, Bernardo",https://econpapers.repec.org/RAS/pmu296.htm,,
Yale University,Michael Peters,100.0,ppe16,"Peters, Michael",https://econpapers.repec.org/RAS/ppe16.htm,83.75,ppe42,"Petersen, Mitchell",https://econpapers.repec.org/RAS/ppe42.htm,83.125,pev21,"Evers, Michael Paul",https://econpapers.repec.org/RAS/pev21.htm,,ppe16
Yale University,Peter Phillips,100.0,pph8,"Phillips, Peter C. B.",https://econpapers.repec.org/RAS/pph8.htm,100.0,pph94,"Phillips, Peter J.",https://econpapers.repec.org/RAS/pph94.htm,79.0,pph20,"Phillips, Kerk Layne",https://econpapers.repec.org/RAS/pph20.htm,match_1,pph8
Yale University,Benjamin Polak,75.0,pol170,"Olken, Benjamin",https://econpapers.repec.org/RAS/pol170.htm,73.125,ppo624,"Posmanick, Benjamin James",https://econpapers.repec.org/RAS/ppo624.htm,73.0,ppo592,"Poljak, Damjan",https://econpapers.repec.org/RAS/ppo592.htm,,
Yale University,Mark Rosenzweig,100.0,pro558,"Rosenzweig, Mark R.",https://econpapers.repec.org/RAS/pro558.htm,70.625,pro342,"Rosegrant, Mark W.",https://econpapers.repec.org/RAS/pro342.htm,68.75,pro75,"Robson, Mark Hunter",https://econpapers.repec.org/RAS/pro75.htm,,pro558
Yale University,Nicholas Ryan,82.375,pry11,"Ryan, Michael J.",https://econpapers.repec.org/RAS/pry11.htm,82.375,pry13,"Ryan, Michael J.",https://econpapers.repec.org/RAS/pry13.htm,77.5,pry19,"Ryan, Anthony Michael",https://econpapers.repec.org/RAS/pry19.htm,,
Yale University,Larry Samuelson,100.0,psa80,"Samuelson, Larry",https://econpapers.repec.org/RAS/psa80.htm,75.625,psa960,"Samuels, Warren J.",https://econpapers.repec.org/RAS/psa960.htm,70.75,psa57,"Samuelson, Paul A.",https://econpapers.repec.org/RAS/psa57.htm,,psa80
Yale University,Anna Sanktjohanser,71.875,pst837,"Stansbury, Anna",https://econpapers.repec.org/RAS/pst837.htm,68.75,pen123,"Šenková, Anna",https://econpapers.repec.org/RAS/pen123.htm,67.875,psa1368,"Sant'Anna, Ana Claudia",https://econpapers.repec.org/RAS/psa1368.htm,,
Yale University,Robert J. Shiller,100.0,psh69,"Shiller, Robert J.",https://econpapers.repec.org/RAS/psh69.htm,86.5,phi55,"Hill, Robert J.",https://econpapers.repec.org/RAS/phi55.htm,85.625,psh9,"Shimer, Robert",https://econpapers.repec.org/RAS/psh9.htm,,psh69
Yale University,Tony Smith,89.875,psm20,"Smith, Anthony A.",https://econpapers.repec.org/RAS/psm20.htm,83.875,psm161,"Smith, Tom",https://econpapers.repec.org/RAS/psm161.htm,83.125,psm209,"Smith, Braeton J.",https://econpapers.repec.org/RAS/psm209.htm,,
Yale University,Aleh Tsyvinski,100.0,pts51,"Tsyvinski, Aleh",https://econpapers.repec.org/RAS/pts51.htm,73.875,psl28,"Slivinski, Al",https://econpapers.repec.org/RAS/psl28.htm,66.25,pty30,"Tymiński, Maciej",https://econpapers.repec.org/RAS/pty30.htm,,pts51
Yale University,Ed Vytlacil,81.25,pvy2,"Vytlacil, Edward",https://econpapers.repec.org/RAS/pvy2.htm,57.0,pya165,"Yalcin, Erdal",https://econpapers.repec.org/RAS/pya165.htm,55.75,pla349,"Lai, Edwin L.-C.",https://econpapers.repec.org/RAS/pla349.htm,,
Yale University,Ebonya Washington,68.125,pwa60,"Washington, Charles",https://econpapers.repec.org/RAS/pwa60.htm,63.0,pwa388,"Wang, Leona",https://econpapers.repec.org/RAS/pwa388.htm,63.0,pwa847,"Wang, Wenya",https://econpapers.repec.org/RAS/pwa847.htm,,
Yale University,Fabrizio Zilibotti,100.0,pzi3,"Zilibotti, Fabrizio",https://econpapers.repec.org/RAS/pzi3.htm,81.875,pbo251,"Botti, Fabrizio",https://econpapers.repec.org/RAS/pbo251.htm,66.875,pve306,"Venditti, Fabrizio",https://econpapers.repec.org/RAS/pve306.htm,,pzi3
Yale University,Jason Abaluck,70.625,pde443,"DeBacker, Jason Matthew",https://econpapers.repec.org/RAS/pde443.htm,68.5,pab107,"Abel, Jaison Robert",https://econpapers.repec.org/RAS/pab107.htm,68.5,plu63,"Lusk, Jayson L.",https://econpapers.repec.org/RAS/plu63.htm,,
Yale University,Sigridur Benediktsdottir,51.625,pbe753,"Beneito, Pilar",https://econpapers.repec.org/RAS/pbe753.htm,50.625,pbe211,"Benito, Gabriel R.G.",https://econpapers.repec.org/RAS/pbe211.htm,50.0,pbe629,"Bertinetti, Giorgio",https://econpapers.repec.org/RAS/pbe629.htm,,
Yale University,Xi Chen,100.0,pch1395,"Chen, Xi",https://econpapers.repec.org/RAS/pch1395.htm,100.0,pch679,"Chen, Xi",https://econpapers.repec.org/RAS/pch679.htm,100.0,pch1558,"Chen, Xi",https://econpapers.repec.org/RAS/pch1558.htm,match_2,pch679
Yale University,Nicholas Christakis,78.875,pch1092,"Christodoulakis, Nicos",https://econpapers.repec.org/RAS/pch1092.htm,76.75,pch1220,"Christofakis, Manolis",https://econpapers.repec.org/RAS/pch1220.htm,73.125,pth70,"Theocarakis, Nicholas J.",https://econpapers.repec.org/RAS/pth70.htm,,
Yale University,Joyee Deb,100.0,pde457,"Deb, Joyee",https://econpapers.repec.org/RAS/pde457.htm,69.25,pde922,"Deb, Kaveri",https://econpapers.repec.org/RAS/pde922.htm,68.875,pde767,"Deb, Pragyan",https://econpapers.repec.org/RAS/pde767.htm,,pde457
Yale University,Ravi Dhar,81.25,pdh41,"Dhar, Paramita",https://econpapers.repec.org/RAS/pdh41.htm,78.875,pda342,"Dar, Javid Ahmad",https://econpapers.repec.org/RAS/pda342.htm,77.5,pdh60,"Dhar, Tirtha",https://econpapers.repec.org/RAS/pdh60.htm,,
Yale University,Florian Ederer,100.0,ped10,"Ederer, Florian",https://econpapers.repec.org/RAS/ped10.htm,79.75,ped67,"Ederer, Stefan",https://econpapers.repec.org/RAS/ped67.htm,79.375,phe212,"Heider, Florian",https://econpapers.repec.org/RAS/phe212.htm,,ped10
Yale University,Howard Forman,75.125,pno96,"Norman, Richard Peter",https://econpapers.repec.org/RAS/pno96.htm,71.875,por76,"Orman, Wafa Hakim",https://econpapers.repec.org/RAS/por76.htm,71.375,pfr23,"Freeman, Richard B.",https://econpapers.repec.org/RAS/pfr23.htm,,
Yale University,Shane Frederick,76.375,pfr262,"Friederiszick, Hans Wolfgang",https://econpapers.repec.org/RAS/pfr262.htm,70.625,pfr402,"Frederiks, Arjan J.",https://econpapers.repec.org/RAS/pfr402.htm,70.625,pfr30,"Frederiksen, Anders",https://econpapers.repec.org/RAS/pfr30.htm,,
Yale University,Soheil Ghili,68.5,pog24,"Ogilvie, Sheilagh",https://econpapers.repec.org/RAS/pog24.htm,67.25,pgh138,"GHALI, Mohamed",https://econpapers.repec.org/RAS/pgh138.htm,67.25,pgh14,"Ghali, Sofiane",https://econpapers.repec.org/RAS/pgh14.htm,,
Yale University,Kyle Jensen,81.25,pje167,"Jensen, Leif",https://econpapers.repec.org/RAS/pje167.htm,79.0,pje44,"Jensen, Helen H.",https://econpapers.repec.org/RAS/pje44.htm,77.5,pje170,"Jensen, Vibeke Myrup",https://econpapers.repec.org/RAS/pje170.htm,,
Yale University,Edward H Kaplan,70.75,pka1430,"Kaplan, Uma",https://econpapers.repec.org/RAS/pka1430.htm,69.25,pka1084,"Kaplan, Fatih",https://econpapers.repec.org/RAS/pka1084.htm,68.75,ppa1041,"Pankov, Edward",https://econpapers.repec.org/RAS/ppa1041.htm,,
Yale University,Vineet Kumar,100.0,pku397,"Kumar, Vineet",https://econpapers.repec.org/RAS/pku397.htm,81.25,pku670,"Kumar, Arvind",https://econpapers.repec.org/RAS/pku670.htm,81.25,pku634,"Kumar, Naveen",https://econpapers.repec.org/RAS/pku634.htm,,pku397
Yale University,Sanjeev Kumar,100.0,pku260,"Kumar, Sanjeev",https://econpapers.repec.org/RAS/pku260.htm,89.125,pku328,"Kumar, Sanjesh",https://econpapers.repec.org/RAS/pku328.htm,83.125,pku214,"Kumar, Anuj",https://econpapers.repec.org/RAS/pku214.htm,,pku260
Yale University,Alan Moreira,81.25,pmo595,"Moreira, Ajax R. B.",https://econpapers.repec.org/RAS/pmo595.htm,81.25,pmo171,"Moreira, Ivan Targino",https://econpapers.repec.org/RAS/pmo171.htm,79.375,pmo248,"Moran, Alan John",https://econpapers.repec.org/RAS/pmo248.htm,,
Yale University,Aniko Oery,91.25,pry57,"Öry, Aniko",https://econpapers.repec.org/RAS/pry57.htm,70.625,pol197,"O'Leary, Daniel E.",https://econpapers.repec.org/RAS/pol197.htm,69.875,por62,"ORY, Jean-Noel",https://econpapers.repec.org/RAS/por62.htm,match_1,pry57
Yale University,Stephen Roach,79.375,pde399,"DeLoach, Stephen B.",https://econpapers.repec.org/RAS/pde399.htm,78.125,pro917,"Rosch, Stephanie D",https://econpapers.repec.org/RAS/pro917.htm,75.0,par349,"Armah, Stephen",https://econpapers.repec.org/RAS/par349.htm,,
Yale University,Jiwoong Shin,89.875,psh843,"Shin, Jong Kook",https://econpapers.repec.org/RAS/psh843.htm,85.75,psh291,"SHIN, Inyong",https://econpapers.repec.org/RAS/psh291.htm,85.0,psh305,"Shin, Won",https://econpapers.repec.org/RAS/psh305.htm,,
Yale University,Olav Sorenson,100.0,pso287,"Sorenson, Olav",https://econpapers.repec.org/RAS/pso287.htm,69.125,pbe661,"Bengtsson, Ola",https://econpapers.repec.org/RAS/pbe661.htm,67.875,pol25,"Olsson, Ola",https://econpapers.repec.org/RAS/pol25.htm,,pso287
Yale University,David Swensen,84.375,pwe34,"Weinstein, David",https://econpapers.repec.org/RAS/pwe34.htm,79.375,pow10,"Owens, David M.",https://econpapers.repec.org/RAS/pow10.htm,76.25,pbe1232,"Benson, David",https://econpapers.repec.org/RAS/pbe1232.htm,,
Yale University,Dean Takahashi,83.875,pta366,"Takahashi, Ana Maria",https://econpapers.repec.org/RAS/pta366.htm,81.25,pta650,"Takahashi, Hidenori",https://econpapers.repec.org/RAS/pta650.htm,74.125,pta440,"Takahashi, Katsuhide",https://econpapers.repec.org/RAS/pta440.htm,,
Yale University,Sekhar Tatikonda,79.75,pta395,"Tatikonda, Bhaskar Rao",https://econpapers.repec.org/RAS/pta395.htm,62.5,pta398,"Takeda, Shiro",https://econpapers.repec.org/RAS/pta398.htm,61.375,pai7,"Aiyar, Shekhar",https://econpapers.repec.org/RAS/pai7.htm,,
Yale University,Jacob Thomas,85.0,pth320,"Thomas, Jason Earl",https://econpapers.repec.org/RAS/pth320.htm,77.5,pth87,"Thomas, Alban",https://econpapers.repec.org/RAS/pth87.htm,77.5,pth249,"Thomas, Ashok",https://econpapers.repec.org/RAS/pth249.htm,,
Yale University,Kosuke Uetake,74.125,pue17,"UETAKE, Tetsuya",https://econpapers.repec.org/RAS/pue17.htm,73.0,pta207,"Takeda, Yosuke",https://econpapers.repec.org/RAS/pta207.htm,65.75,pku228,"Kurita, Kyosuke",https://econpapers.repec.org/RAS/pku228.htm,,
Yale University,Kevin Williams,100.0,pwi335,"Williams, Kevin M.",https://econpapers.repec.org/RAS/pwi335.htm,100.0,pwi302,"Williams, Kevin R",https://econpapers.repec.org/RAS/pwi302.htm,79.75,pwi283,"Williams, Benjamin",https://econpapers.repec.org/RAS/pwi283.htm,match_2,pwi302
Yale University,Frank Zhang,90.625,pzh353,"Zhang, Ran",https://econpapers.repec.org/RAS/pzh353.htm,90.625,pzh290,"Zhang, Ran",https://econpapers.repec.org/RAS/pzh290.htm,87.625,pzh640,"Zhang, Fang",https://econpapers.repec.org/RAS/pzh640.htm,None,
Yale University,Jidong Zhou,100.0,pzh220,"Zhou, Jidong",https://econpapers.repec.org/RAS/pzh220.htm,92.5,pzh780,"Zhou, Jing Jing",https://econpapers.repec.org/RAS/pzh780.htm,87.625,pzh715,"Zhou, Jin",https://econpapers.repec.org/RAS/pzh715.htm,,pzh220
Yale University,Marnix Amand,77.375,pam155,"Amado, Maria Alejandra",https://econpapers.repec.org/RAS/pam155.htm,77.0,pfl110,"Flamand, Marina",https://econpapers.repec.org/RAS/pfl110.htm,71.875,par334,"Armand, Alex",https://econpapers.repec.org/RAS/par334.htm,,
Yale University,Evangelia Chalioti,68.75,pka1366,"Kasimati, Evangelia",https://econpapers.repec.org/RAS/pka1366.htm,65.375,pca1252,"Calvo, Ángel",https://econpapers.repec.org/RAS/pca1252.htm,65.375,plo173,"Lotti, Emanuela",https://econpapers.repec.org/RAS/plo173.htm,,
Yale University,William English,69.75,pen109,"Englisch, Oliver",https://econpapers.repec.org/RAS/pen109.htm,69.25,pen51,"English, Eric",https://econpapers.repec.org/RAS/pen51.htm,68.75,pev28,"Evans, William N.",https://econpapers.repec.org/RAS/pev28.htm,,
Yale University,William Hawkins,100.0,pha932,"Hawkins, William",https://econpapers.repec.org/RAS/pha932.htm,91.25,pha816,"Hankins, William Bryce",https://econpapers.repec.org/RAS/pha816.htm,79.75,pha1359,"Hawkins, Amelia Anne Elaine",https://econpapers.repec.org/RAS/pha1359.htm,,pha932
Yale University,Tolga Koker,70.625,pkk11,"Köke, Sonja",https://econpapers.repec.org/RAS/pkk11.htm,66.875,pko146,"Koenker, Roger",https://econpapers.repec.org/RAS/pko146.htm,66.25,pko620,"Koepke, Nikola",https://econpapers.repec.org/RAS/pko620.htm,,
Yale University,Guillermo Noguera,100.0,pno241,"Noguera, Guillermo",https://econpapers.repec.org/RAS/pno241.htm,76.875,pno214,"Nogueira, Gil",https://econpapers.repec.org/RAS/pno214.htm,74.625,pno133,"Nogueira, Reginaldo Pinto",https://econpapers.repec.org/RAS/pno133.htm,,pno241
Yale University,John Rapaport,81.25,pra38,"Rappaport, Jordan",https://econpapers.repec.org/RAS/pra38.htm,71.5,pra705,"Rapoport, Amnon",https://econpapers.repec.org/RAS/pra705.htm,70.625,pro554,"Roberts, John",https://econpapers.repec.org/RAS/pro554.htm,,
Yale University,María Sáez Martí,79.375,psa404,"Saez-Marti, Maria",https://econpapers.repec.org/RAS/psa404.htm,79.375,pma2926,"Marimpi, Maria",https://econpapers.repec.org/RAS/pma2926.htm,78.5,pma394,"Martini, Gianmaria",https://econpapers.repec.org/RAS/pma394.htm,,
Yale University,Michael Schmertzler,83.75,psc573,"Schuerle, Michael",https://econpapers.repec.org/RAS/psc573.htm,79.375,psc782,"Schwert, Michael",https://econpapers.repec.org/RAS/psc782.htm,76.875,psc306,"Schwartz, Michael",https://econpapers.repec.org/RAS/psc306.htm,,
Yale University,Katerina Simons,78.625,psi426,"Simons, Gerald",https://econpapers.repec.org/RAS/psi426.htm,76.625,psi860,"Sims, Katharine R.E.",https://econpapers.repec.org/RAS/psi860.htm,75.625,psi732,"Simons, Alexandre",https://econpapers.repec.org/RAS/psi732.htm,,
Yale University,John Tang,100.0,pta205,"Tang, John P.",https://econpapers.repec.org/RAS/pta205.htm,92.5,pta769,"Tang, Johnny",https://econpapers.repec.org/RAS/pta769.htm,79.75,pta805,"Tang, Rongsheng",https://econpapers.repec.org/RAS/pta805.htm,,pta205
Yale University,Nicholas Barberis,81.625,pba1269,"Barbieri, Nicolò",https://econpapers.repec.org/RAS/pba1269.htm,79.375,pap5,"Apergis, Nicholas",https://econpapers.repec.org/RAS/pap5.htm,73.625,pbe1036,"Bearbaki, Nicolas",https://econpapers.repec.org/RAS/pbe1036.htm,,
Yale University,Lorenzo Caliendo,100.0,pca537,"Caliendo, Lorenzo",https://econpapers.repec.org/RAS/pca537.htm,74.875,pca956,"Caliendo, Frank N.",https://econpapers.repec.org/RAS/pca956.htm,74.375,pca410,"Cappiello, Lorenzo",https://econpapers.repec.org/RAS/pca410.htm,,pca537
Yale University,Judy Chevalier,85.0,pch151,"Chevalier, Judith Ann",https://econpapers.repec.org/RAS/pch151.htm,77.5,pch207,"Chevalier, Arnaud",https://econpapers.repec.org/RAS/pch207.htm,74.375,pch595,"Chevallier, Julien",https://econpapers.repec.org/RAS/pch595.htm,,
Yale University,James Choi,100.0,pch323,"Choi, James Jinwoo",https://econpapers.repec.org/RAS/pch323.htm,90.625,pch1677,"Choi, Jae Hoon",https://econpapers.repec.org/RAS/pch1677.htm,85.0,pch1567,"Choi, Jason",https://econpapers.repec.org/RAS/pch1567.htm,,pch323
Yale University,Zack Cooper,100.0,pco742,"Cooper, Zack",https://econpapers.repec.org/RAS/pco742.htm,77.5,pco3,"Cooper, Feroza",https://econpapers.repec.org/RAS/pco3.htm,71.875,pco806,"Cooper, Ilan",https://econpapers.repec.org/RAS/pco806.htm,,pco742
Yale University,William English,69.75,pen109,"Englisch, Oliver",https://econpapers.repec.org/RAS/pen109.htm,69.25,pen51,"English, Eric",https://econpapers.repec.org/RAS/pen51.htm,68.75,pev28,"Evans, William N.",https://econpapers.repec.org/RAS/pev28.htm,,
Yale University,Joan Feigenbaum,79.0,pfe100,"Feigenbaum, James Allen",https://econpapers.repec.org/RAS/pfe100.htm,79.0,pfe480,"Feigenbaum, James J.",https://econpapers.repec.org/RAS/pfe480.htm,79.0,pfe357,"Feigenbaum, Susan",https://econpapers.repec.org/RAS/pfe357.htm,,
Yale University,Jonathan S. Feinstein,100.0,pfe36,"Feinstein, Jonathan",https://econpapers.repec.org/RAS/pfe36.htm,74.5,pwe285,"Weinstein, Jonathan Lewis",https://econpapers.repec.org/RAS/pwe285.htm,68.0,ppi268,"Pinkse, Jonatan",https://econpapers.repec.org/RAS/ppi268.htm,,pfe36
Yale University,Alan Gerber,76.0,pge154,"Gerber, Nicolas",https://econpapers.repec.org/RAS/pge154.htm,75.125,pge116,"Gelber, Alexander M.",https://econpapers.repec.org/RAS/pge116.htm,71.875,pgr233,"Green, Alan",https://econpapers.repec.org/RAS/pgr233.htm,,
Yale University,Stefano Giglio,100.0,pgi162,"Giglio, Stefano",https://econpapers.repec.org/RAS/pgi162.htm,79.75,pgi401,"Giglio, Matteo",https://econpapers.repec.org/RAS/pgi401.htm,73.125,pba1804,"Basilico, Stefano",https://econpapers.repec.org/RAS/pba1804.htm,,pgi162
Yale University,Kenneth Gillingham,100.0,pgi147,"Gillingham, Kenneth Thomas",https://econpapers.repec.org/RAS/pgi147.htm,74.375,pel120,"Elzinga, Kenneth G.",https://econpapers.repec.org/RAS/pel120.htm,74.125,pgi199,"Gillingham, Robert",https://econpapers.repec.org/RAS/pgi199.htm,,pgi147
Yale University,William Goetzmann,100.0,pgo59,"Goetzmann, William N.",https://econpapers.repec.org/RAS/pgo59.htm,76.25,pom58,"Oman, William",https://econpapers.repec.org/RAS/pom58.htm,76.25,pco308,"Coleman, William Oliver",https://econpapers.repec.org/RAS/pco308.htm,,pgo59
Yale University,Gary Gorton,100.0,pgo458,"Gorton, Gary",https://econpapers.repec.org/RAS/pgo458.htm,80.0,pgo464,"Gordon, Grey",https://econpapers.repec.org/RAS/pgo464.htm,79.375,pbo138,"Bolton, Gary E.",https://econpapers.repec.org/RAS/pbo138.htm,,pgo458
